City|Location|Price(PKR)|Bedrooms|Baths|Size (Sqft)
Faisalabad|Sitara Valley, Faisalabad|20000000|4|5|1350
Faisalabad|Abdullah Gardens, East Canal Road|25000000|4|5|1012
Faisalabad|Abdullah Gardens, East Canal Road|80000000|5|6|4050
Faisalabad|Eden Orchard, Faisalabad|30000000|4|5|1575
Faisalabad|Four Seasons Phase 1 - Amaltas Enclave, Four Seasons Phase 1|18000000|4|6|1125
Faisalabad|TECH Town (TNT Colony), Satiana Road|7500000|3|4|562
Faisalabad|Rehman Villas, Faisalabad|9000000|4|4|1125
Faisalabad|Officers Colony 2, Faisalabad|16000000|6|6|1350
Faisalabad|Citi Housing Phase 2 Samundri Road, Citi Housing|14000000|3|4|1125
Faisalabad|City Villas Housing Scheme, Samundari Road|13500000|0|0|1508
Faisalabad|Samundari Road, Faisalabad|13500000|0|0|1508
Faisalabad|Samundari Road, Faisalabad|13500000|0|0|1508
Faisalabad|Samundari Road, Faisalabad|13500000|0|0|1508
Faisalabad|Samundari Road, Faisalabad|18500000|0|0|1125
Faisalabad|Samundari Road, Faisalabad|18500000|0|0|1125
Faisalabad|Samundari Road, Faisalabad|18500000|0|0|1125
Faisalabad|Four Season Housing, Faisalabad|18500000|0|0|1125
Faisalabad|Eden Orchard, Faisalabad|8500000|1|2|1125
Faisalabad|Green Orchard Apartments, Lower Canal Road|9016000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|8913000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|8913000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|9016000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|8525000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|8624000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|8138000|0|0|0.0
Faisalabad|Green Orchard Apartments, Lower Canal Road|8232000|0|0|0.0
Faisalabad|Swiss 99 Tower, Samundari Road|7318000|0|0|0.0
Faisalabad|Swiss 99 Tower, Samundari Road|11000000|0|0|0.0
Faisalabad|Swiss 99 Tower, Samundari Road|10400000|0|0|0.0
Faisalabad|Swiss 99 Tower, Samundari Road|12700000|0|0|0.0
Faisalabad|Samundari Road, Faisalabad|15500000|5|6|1350
Faisalabad|Canal Road, Faisalabad|57500000|6|6|4500
Faisalabad|Sargodha Road, Faisalabad|21000000|3|4|1125
Faisalabad|Nawab Town, Faisalabad|8600000|4|6|1125
Faisalabad|Four Season Housing, Faisalabad|18500000|0|0|1125
Faisalabad|Four Season Housing, Faisalabad|18500000|0|0|1125
Faisalabad|Four Season Housing, Faisalabad|18500000|0|0|1125
Faisalabad|Four Season Housing, Faisalabad|40000000|0|0|1575
Faisalabad|Samundari Road, Faisalabad|40000000|0|0|1575
Faisalabad|Chenab Gardens, Faisalabad|67500000|0|0|6750
Faisalabad|Chenab Gardens, Faisalabad|67500000|0|0|6750
Faisalabad|Chenab Gardens, Faisalabad|67500000|0|0|6750
Faisalabad|Khayaban Colony, Faisalabad|30000000|3|4|4050
Faisalabad|Punjab Govt Servants Housing Foundation, Faisalabad|13000000|4|4|1125
Faisalabad|Sitara Diamond City, Satiana Road|7500000|3|4|742
Faisalabad|Green Orchard, Lower Canal Road|6000000|3|4|788
Faisalabad|Lower Canal Road, Faisalabad|11500000|3|4|788
Faisalabad|Paradise Valley, Faisalabad|100000000|5|6|4275
Faisalabad|Canal Garden, Faisalabad|32500000|4|5|1800
Faisalabad|Swiss 99 Tower, Samundari Road|34100000|0|0|0.0
Faisalabad|Faisal Gardens, Faisalabad|100000000|7|6|12150
Faisalabad|Model City 1, Canal Road|40000000|5|6|2700
Faisalabad|Abdullah Gardens, East Canal Road|55000000|4|5|2250
Faisalabad|Saeed Colony, Faisalabad|42500000|0|0|4500
Faisalabad|Khayaban Colony, Faisalabad|45000000|0|0|4500
Faisalabad|Saeed Colony, Faisalabad|22500000|0|0|1800
Faisalabad|Saeed Colony, Faisalabad|22500000|0|0|1800
Faisalabad|Saeed Colony, Faisalabad|22500000|0|0|1800
Faisalabad|Khayaban Colony, Faisalabad|45000000|0|0|4500
Faisalabad|Chenab Gardens, Faisalabad|67500000|0|0|6750
Faisalabad|Samundari Road, Faisalabad|67500000|0|0|6750
Faisalabad|Samundari Road, Faisalabad|67500000|0|0|6750
Faisalabad|Samundari Road, Faisalabad|67500000|0|0|6750
Faisalabad|Samundari Road, Faisalabad|29000000|0|0|2250
Faisalabad|Samundari Road, Faisalabad|67500000|0|0|6750
Faisalabad|Citi Housing Phase 2 Samundri Road, Citi Housing|29000000|0|0|2250
Faisalabad|Wapda City, Faisalabad|65000000|6|6|4500
Faisalabad|Saeed Colony - New Garden Block, Saeed Colony|16000000|0|0|1238
Faisalabad|Saeed Colony, Faisalabad|42500000|0|0|4500
Faisalabad|Canal Road, Faisalabad|50000000|5|6|2250
Faisalabad|Eden Orchard, Faisalabad|15500000|4|5|1125
Faisalabad|Citi Housing - Phase 1, Citi Housing|22500000|5|6|2250
Faisalabad|Rehman Villas, Faisalabad|5500000|3|3|675
Faisalabad|Eden Valley, Faisalabad|20000000|3|4|1125
Faisalabad|Eden Orchard, Faisalabad|7000000|1|1|608
Faisalabad|Motorway Valley, Faisalabad|9500000|0|0|1395
Faisalabad|Motorway Valley, Faisalabad|9500000|0|0|1395
Faisalabad|Model City 1, Canal Road|35000000|4|5|2250
Faisalabad|Eden Valley, Faisalabad|22500000|3|4|1125
Faisalabad|Millat Town, Faisalabad|12500000|0|0|1125
Faisalabad|Millat Town, Faisalabad|25000000|0|0|1800
Faisalabad|Millat Town, Faisalabad|25000000|0|0|1800
Faisalabad|Millat Town, Faisalabad|4500000|0|0|788
Faisalabad|Millat Town, Faisalabad|12000000|0|0|1125
Faisalabad|Sargodha Road, Faisalabad|16000000|0|0|1125
Faisalabad|Eden Orchard Block X, Eden Orchard|16000000|0|0|1125
Faisalabad|Sargodha Road, Faisalabad|16000000|0|0|1125
Faisalabad|Eden Orchard, Faisalabad|16000000|0|0|1125
Faisalabad|Sargodha Road, Faisalabad|16000000|0|0|1125
Faisalabad|Eden Orchard, Faisalabad|16000000|0|0|1125
Faisalabad|Eden Valley, Faisalabad|19000000|0|0|1125
Faisalabad|Model City 1, Canal Road|37000000|0|0|2250
Faisalabad|Chak 208 Road, Faisalabad|35000000|0|0|2250
Faisalabad|Chak 208 Road, Faisalabad|27000000|0|0|1575
Faisalabad|Chak 208 Road, Faisalabad|19000000|0|0|1125
Faisalabad|Wapda City - Block B, Wapda City|28000000|0|0|2250
Faisalabad|Wapda City - Block B, Wapda City|28000000|0|0|2250
Faisalabad|Wapda City - Block A, Wapda City|27000000|0|0|2250
Faisalabad|Wapda City - Block K, Wapda City|32500000|0|0|2250
Faisalabad|Wapda City - Block K, Wapda City|30000000|0|0|2250
Faisalabad|Wapda City - Block M, Wapda City|30000000|0|0|2250
Faisalabad|Wapda City - Block M, Wapda City|32500000|0|0|2250
Faisalabad|Wapda City - Block K, Wapda City|17000000|0|0|1125
Faisalabad|Wapda City - Block L, Wapda City|16500000|0|0|1125
Faisalabad|Green Town, Faisalabad|6300000|0|0|562
Faisalabad|Muslim Town, Faisalabad|8500000|0|0|742
Faisalabad|Muslim Town, Faisalabad|8500000|0|0|742
Faisalabad|Muslim Town, Faisalabad|8500000|0|0|742
Faisalabad|Citi Housing, Faisalabad|27500000|0|0|2250
Faisalabad|Citi Housing - Phase 1, Citi Housing|27500000|0|0|2250
Faisalabad|Green Town, Faisalabad|8500000|0|0|630
Faisalabad|Millat Road, Faisalabad|15000000|0|0|1238
Faisalabad|Green Town, Faisalabad|15000000|0|0|1238
Faisalabad|Millat Road, Faisalabad|6300000|0|0|562
Faisalabad|Green Town, Faisalabad|12500000|0|0|1125
Faisalabad|Green Town, Faisalabad|7500000|0|0|562
Faisalabad|Green Town, Faisalabad|13500000|0|0|1125
Faisalabad|Vista Homes, Faisalabad|15000000|0|0|1125
Faisalabad|Usman Town, Faisalabad|10500000|0|0|1125
Faisalabad|Green Town, Faisalabad|15000000|0|0|1125
Faisalabad|Millat Road, Faisalabad|11000000|0|0|1125
Faisalabad|Green Town, Faisalabad|11000000|0|0|1125
Faisalabad|Johar Colony, Faisalabad|7000000|0|0|675
Faisalabad|Johar Colony, Faisalabad|5500000|0|0|675
Faisalabad|Millat Road, Faisalabad|25000000|0|0|2250
Faisalabad|Millat Road, Faisalabad|25000000|0|0|2250
Faisalabad|Millat Road, Faisalabad|25000000|0|0|1575
Faisalabad|Usman Town, Faisalabad|25000000|0|0|1575
Faisalabad|Millat Road, Faisalabad|25000000|0|0|1575
Faisalabad|Millat Town, Faisalabad|13000000|0|0|1125
Faisalabad|Millat Road, Faisalabad|15000000|0|0|1350
Faisalabad|Millat Road, Faisalabad|13000000|0|0|1125
Faisalabad|Millat Road, Faisalabad|50000000|0|0|4500
Faisalabad|Millat Town, Faisalabad|50000000|0|0|4500
Faisalabad|Samundari Road, Faisalabad|14000000|0|0|1125
Faisalabad|Citi Housing Phase 2 Samundri Road, Citi Housing|14000000|0|0|1125
Faisalabad|Satiana Road, Faisalabad|16500000|0|0|1125
Faisalabad|Sitara Gold City, Satiana Road|16500000|0|0|1125
Faisalabad|Sitara Gold City, Satiana Road|16500000|0|0|1125
Faisalabad|Samundari Road, Faisalabad|40000000|0|0|1912
Faisalabad|Citi Housing Phase 2 Samundri Road, Citi Housing|40000000|0|0|1912
Faisalabad|Millat Town, Faisalabad|9000000|0|0|1125
Faisalabad|Millat Road, Faisalabad|30000000|0|0|6750
Faisalabad|Millat Road, Faisalabad|9000000|0|0|1125
Faisalabad|Millat Town, Faisalabad|30000000|0|0|6750
Faisalabad|Wapda City, Faisalabad|25000000|0|0|2250
Faisalabad|Wapda City, Faisalabad|40000000|0|0|4950
Faisalabad|Wapda City, Faisalabad|16000000|0|0|1125
Faisalabad|Wapda City, Faisalabad|16800000|0|0|1125
Faisalabad|Wapda City, Faisalabad|17500000|0|0|1125
Faisalabad|Wapda City, Faisalabad|17000000|0|0|1125
Faisalabad|Wapda City, Faisalabad|16000000|0|0|1125
Faisalabad|Wapda City, Faisalabad|28000000|0|0|2250
Faisalabad|Wapda City, Faisalabad|30000000|0|0|2250
Faisalabad|Wapda City, Faisalabad|27000000|0|0|2250
Faisalabad|Wapda City, Faisalabad|35000000|0|0|2250
Faisalabad|Wapda City, Faisalabad|35000000|0|0|3375
Faisalabad|Wapda City, Faisalabad|37500000|0|0|3375
Faisalabad|Wapda City, Faisalabad|40000000|0|0|3375
Faisalabad|Wapda City, Faisalabad|42500000|0|0|3375
Faisalabad|Wapda City, Faisalabad|75000000|0|0|4500
Faisalabad|Wapda City, Faisalabad|65000000|0|0|4500
Faisalabad|Wapda City, Faisalabad|72500000|0|0|4500
Faisalabad|Wapda City, Faisalabad|15500000|0|0|1125
Faisalabad|Green Orchard Apartments, Lower Canal Road|9016000|0|0|788
Faisalabad|Green Orchard Apartments, Lower Canal Road|9016000|0|0|788
Faisalabad|Green Orchard Apartments, Lower Canal Road|8525000|0|0|765
Peshawar|Hayatabad Phase 7, Hayatabad|82000000|6|6|4500
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|7|8|2250
Peshawar|Hayatabad Phase 7, Hayatabad|82000000|0|0|3150
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|0|0|2250
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|0|0|2250
Peshawar|Officers Garden Colony, Warsak Road|25000000|6|6|1125
Peshawar|Warsak Road, Peshawar|21000000|6|6|1125
Peshawar|Warsak Road, Peshawar|25000000|7|6|1575
Peshawar|Hayatabad Phase 1, Hayatabad|34000000|0|0|1125
Peshawar|Hayatabad Phase 4 - P1, Hayatabad Phase 4|160000000|0|0|4500
Peshawar|Hayatabad Phase 1 - D4, Hayatabad Phase 1|31000000|8|8|1125
Peshawar|Hayatabad Phase 1 - E3, Hayatabad Phase 1|108000000|10|6|4500
Peshawar|Hayatabad Phase 1 - D2, Hayatabad Phase 1|30000000|5|5|1125
Peshawar|Officers Garden Colony, Warsak Road|26500000|6|6|1125
Peshawar|Warsak Road, Peshawar|36000000|0|0|2025
Peshawar|DHA Phase 1 - Sector A, DHA Phase 1|86000000|9|6|4500
Peshawar|Umar Gul Road, Peshawar|130000000|0|0|11250
Peshawar|Officers Garden Colony, Warsak Road|19000000|0|0|1125
Peshawar|Hayatabad Phase 7 - E5, Hayatabad Phase 7|53000000|10|6|2250
Peshawar|Hayatabad Phase 7, Hayatabad|33000000|8|0|1125
Peshawar|Hayatabad Phase 7 - E5, Hayatabad Phase 7|53000000|11|0|2250
Peshawar|Askari 6, Peshawar|68000000|5|6|4500
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Hayatabad Phase 6, Hayatabad|64000000|0|0|2250
Peshawar|Hayatabad Phase 7, Hayatabad|82000000|6|6|4500
Peshawar|Hayatabad Phase 6, Hayatabad|57000000|0|0|2250
Peshawar|Hayatabad Phase 1 - E2, Hayatabad Phase 1|60000000|0|0|2250
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|0|0|2250
Peshawar|Warsak Road, Peshawar|43000000|7|8|2250
Peshawar|Warsak Road, Peshawar|25000000|7|7|1575
Peshawar|Warsak Road, Peshawar|43000000|8|6|2250
Peshawar|Deans Heights, Hayatabad|25000000|3|4|1575
Peshawar|Warsak Road, Peshawar|27000000|7|6|1575
Peshawar|Hayatabad Phase 3 - K1, Hayatabad Phase 3|70000000|8|6|4500
Peshawar|Hayatabad Phase 6 - F2, Hayatabad Phase 6|55000000|7|8|2250
Peshawar|Regi Model Town Phase 4 - Block C2, Regi Model Town Phase 4|19100000|8|6|1125
Peshawar|Regi Model Town Phase 3 - Block D2, Regi Model Town Phase 3|19400000|8|6|1125
Peshawar|Officers Garden Colony, Warsak Road|18000000|6|6|1125
Peshawar|GT Road, Peshawar|6250000|4|4|1125
Peshawar|GT Road, Peshawar|8750000|4|4|788
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Gulberg, Peshawar|19500000|6|6|900
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Gulberg, Peshawar|19500000|6|6|900
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|Hayatabad Phase 3 - K5, Hayatabad Phase 3|160000000|9|6|9000
Peshawar|Regi Model Town Phase 4, Regi Model Town|40000000|10|6|2250
Peshawar|Hayatabad Phase 6, Hayatabad|55000000|7|0|1575
Peshawar|Hayatabad Phase 6 - F4, Hayatabad Phase 6|130000000|10|10|4500
Peshawar|Hayatabad Phase 7, Hayatabad|64000000|0|0|2250
Peshawar|Sufiyan Garden, Warsak Road|10800000|4|5|742
Peshawar|Hayatabad Phase 6 - F6, Hayatabad Phase 6|24500000|6|6|1125
Peshawar|Hayatabad Phase 6 - F6, Hayatabad Phase 6|26500000|7|7|1125
Peshawar|Shaheen Housing Scheme, Warsak Road|32500000|4|5|4950
Peshawar|Dalazak Road, Peshawar|17000000|5|5|788
Peshawar|Hayatabad Phase 7 - E6, Hayatabad Phase 7|60000000|0|0|2250
Peshawar|Hayatabad Phase 7 - E5, Hayatabad Phase 7|31000000|7|8|1125
Peshawar|GT Road, Peshawar|12500000|5|5|1125
Peshawar|Regi Model Town Phase 4 - Block C1, Regi Model Town Phase 4|23000000|8|0|1125
Peshawar|Warsak Road, Peshawar|16200000|6|6|1012
Peshawar|Officers Garden Colony, Warsak Road|17000000|5|5|720
Peshawar|Sufiyan Garden, Warsak Road|15500000|7|7|1125
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Gulberg, Peshawar|19500000|6|6|900
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Gulberg, Peshawar|19500000|6|6|900
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|Hayatabad Phase 1, Hayatabad|42000000|0|0|2250
Peshawar|Hayatabad Phase 1, Hayatabad|61000000|0|0|2250
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|0|0|2250
Peshawar|Hayatabad Phase 1, Hayatabad|55000000|0|0|2250
Peshawar|Hayatabad Phase 1, Hayatabad|59000000|0|0|2250
Peshawar|Orhan Tower, Canal Road|12500000|3|3|0.0
Peshawar|Orhan Tower, Canal Road|9709000|2|2|0.0
Peshawar|Dalazak Road, Peshawar|13000000|4|4|562
Peshawar|Warsak Road, Peshawar|34500000|7|7|2250
Peshawar|Warsak Road, Peshawar|13000000|6|6|1125
Peshawar|Hayatabad Phase 1, Hayatabad|43000000|6|6|2250
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|7|8|2250
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Gulberg, Peshawar|19500000|6|6|900
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Gulberg, Peshawar|19500000|6|6|900
Peshawar|Hayatabad Phase 1, Hayatabad|65000000|6|6|4500
Peshawar|DHA Phase 1 - Sector A, DHA Phase 1|85000000|9|9|4500
Peshawar|Hayatabad Phase 1, Hayatabad|59000000|7|8|2250
Peshawar|Hayatabad Phase 7, Hayatabad|63000000|7|8|2250
Peshawar|University Town, Peshawar|8800000|2|2|1148
Peshawar|Others, Peshawar|140000000|5|6|9000
Peshawar|Kohat Road, Peshawar|25000000|6|6|1575
Peshawar|Kohat Road, Peshawar|22000000|0|0|1462
Peshawar|Kohat Road, Peshawar|25000000|6|6|1462
Peshawar|Kohat Road, Peshawar|25000000|6|6|1575
Peshawar|Kohat Road, Peshawar|22000000|0|0|1462
Peshawar|Hayatabad Phase 7, Hayatabad|58000000|10|6|2250
Peshawar|Deans Heights, Hayatabad|25000000|4|4|1575
Peshawar|Warsak Road, Peshawar|11000000|5|5|855
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Warsak Road, Peshawar|11000000|5|5|855
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|Wapda Town, Peshawar|18000000|6|6|1575
Peshawar|Sufiyan Garden, Warsak Road|38000000|0|0|2250
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|11000000|5|5|855
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Arbab Sabz Ali Khan Town, Warsak Road|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|6300000|3|3|450
Peshawar|Askari 6, Peshawar|66000000|5|5|4500
Peshawar|Sarhad University, Ring Road|9020000|4|4|675
Peshawar|Sarhad University, Ring Road|9000000|4|4|675
Peshawar|Orhan Tower, Canal Road|12400000|3|3|0.0
Peshawar|Regi Model Town Phase 3, Regi Model Town|22000000|7|6|1125
Peshawar|Hussain Heights, Gulbahar|8304000|2|2|0.0
Peshawar|Paradise Mall, Canal Town|7200000|2|2|0.0
Peshawar|Hayatabad Phase 7 - E5, Hayatabad Phase 7|32000000|8|6|1125
Peshawar|Prime Town Apartments, University Town|12500000|3|3|1440
Peshawar|Hayatabad Phase 7, Hayatabad|58000000|7|8|2250
Peshawar|Hayatabad Phase 7, Hayatabad|80000000|7|8|3150
Peshawar|Hayatabad Phase 7, Hayatabad|68000000|7|8|3150
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|11000000|5|5|855
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Warsak Road, Peshawar|6300000|3|3|450
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|11000000|5|5|855
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Arbab Sabz Ali Khan Town, Warsak Road|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|6300000|3|3|450
Peshawar|Hayatabad Phase 1, Hayatabad|108000000|11|10|4500
Peshawar|Hayatabad Phase 1, Hayatabad|35000000|10|10|2250
Peshawar|Hayatabad Phase 7, Hayatabad|33000000|10|0|1125
Peshawar|Hayatabad Phase 2, Hayatabad|88000000|0|0|4500
Peshawar|Hayatabad Phase 2, Hayatabad|150000000|10|0|9000
Peshawar|Regi Model Town, Peshawar|17900000|8|6|1125
Peshawar|Regi Model Town, Peshawar|21900000|8|6|1125
Peshawar|Deans Heights, Hayatabad|24900000|4|3|1575
Peshawar|Hayatabad Phase 7, Hayatabad|76000000|7|8|3150
Peshawar|Hayatabad Phase 7, Hayatabad|45000000|7|8|1575
Peshawar|Hayatabad Phase 7, Hayatabad|28000000|7|8|1125
Peshawar|Hayatabad Phase 1, Hayatabad|59000000|7|8|2250
Peshawar|Wapda Town, Peshawar|27000000|0|0|2925
Peshawar|Wapda Town, Peshawar|17000000|6|6|1575
Peshawar|Wapda Town Sector H, Wapda Town|16000000|6|6|1575
Peshawar|Ring Road, Peshawar|130000000|10|5|11250
Peshawar|Hayatabad Phase 2 - H2, Hayatabad Phase 2|150000000|8|9|9000
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|12000000|5|5|900
Peshawar|Warsak Road, Peshawar|11000000|5|5|855
Peshawar|Warsak Road, Peshawar|8500000|4|4|562
Peshawar|Warsak Road, Peshawar|6300000|3|3|450
Peshawar|Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town|40000000|6|6|2250
Peshawar|Darmangi, Warsak Road|16500000|0|0|1125
Peshawar|Hayatabad Phase 6, Hayatabad|23200000|5|5|1125
Peshawar|Regi Model Town, Peshawar|82000000|0|0|4500
Peshawar|Hayatabad Phase 3, Hayatabad|70000000|7|7|4500
Peshawar|Hayatabad Phase 7, Hayatabad|59000000|7|8|2250
Peshawar|University Town, Peshawar|10000000|3|2|1350
Peshawar|Regi Model Town, Peshawar|53000000|11|10|4500
Peshawar|Warsak Road, Peshawar|10000000|3|3|1552
Peshawar|GT Road, Peshawar|129500000|11|10|8100
Peshawar|Hayatabad Phase 6, Hayatabad|52000000|7|8|2250
Peshawar|Hayatabad Phase 7, Hayatabad|53000000|7|8|2250
Peshawar|Hayatabad Phase 7, Hayatabad|82000000|6|6|4500
Peshawar|Hayatabad Phase 4 - N3, Hayatabad Phase 4|85000000|10|9|4500
Peshawar|Gulberg, Peshawar|10500000|6|6|675
Peshawar|Warsak Road, Peshawar|12000000|0|0|1125
Peshawar|Hayatabad Phase 1 - D2, Hayatabad Phase 1|27000000|6|6|1125
Peshawar|Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town|27000000|7|7|1575
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Hayatabad, Peshawar|18000000|4|4|1125
Peshawar|Regi Model Town Phase 4, Regi Model Town|25000000|8|6|1125
Peshawar|Hayatabad Phase 1 - E3, Hayatabad Phase 1|29500000|3|3|2250
Peshawar|Regi Model Town, Peshawar|19000000|8|0|1125
Peshawar|Warsak Road, Peshawar|7800000|4|4|450
Peshawar|Warsak Road, Peshawar|12000000|6|6|788
Peshawar|Warsak Road, Peshawar|20000000|6|6|1530
Peshawar|Warsak Road, Peshawar|25000000|6|6|1575
Peshawar|Warsak Road, Peshawar|4600000|2|2|338
Peshawar|Warsak Road, Peshawar|5500000|3|2|450
Peshawar|Warsak Road, Peshawar|11000000|4|4|720
Peshawar|Officers Garden Colony, Warsak Road|33000000|6|6|1575
Peshawar|Hayatabad Phase 1, Hayatabad|380000000|10|6|18000
Peshawar|Orhan Tower, Canal Road|12000000|2|2|0.0
Peshawar|Orhan Tower, Canal Road|10600000|2|2|0.0
Peshawar|Orhan Tower, Canal Road|12200000|3|3|0.0
Peshawar|Orhan Tower, Canal Road|9021000|2|2|0.0
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|8500000|3|3|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Ring Road, Peshawar|9000000|4|4|450
Peshawar|Orhan Tower, Canal Road|12100000|3|3|0.0
Peshawar|Orhan Tower, Canal Road|9709000|2|2|0.0
Peshawar|Orhan Tower, Canal Road|12200000|3|3|0.0
Peshawar|Orhan Tower, Canal Road|9021000|2|2|0.0
Peshawar|Orhan Tower, Canal Road|12100000|3|3|0.0
Peshawar|Orhan Tower, Canal Road|9021000|2|2|0.0
Peshawar|Orhan Tower, Canal Road|8600000|2|2|0.0
Peshawar|Peshawar Garden, Peshawar|26000000|8|6|1125
Peshawar|Warsak Road, Peshawar|25000000|7|6|1575
Peshawar|Warsak Road, Peshawar|37000000|6|6|2588
Peshawar|Dalazak Road, Peshawar|55000000|10|0|2250
Peshawar|DHA Phase 1 - Sector A, DHA Phase 1|80000000|7|6|4500
Peshawar|Dalazak Road, Peshawar|13000000|4|4|562
Peshawar|Dalazak Road, Peshawar|13000000|4|4|562
Peshawar|Warsak Road, Peshawar|15000000|6|6|1125
Peshawar|AWT Housing Scheme Badabair, Peshawar|35000000|0|0|4500
Peshawar|Shaheen Housing Scheme, Warsak Road|32500000|4|5|4950
Peshawar|Warsak Road, Peshawar|25000000|6|6|1800
Peshawar|Warsak Road, Peshawar|35000000|6|6|2250
Peshawar|Warsak Road, Peshawar|19500000|6|6|900
Peshawar|Warsak Road, Peshawar|12000000|5|5|788
Peshawar|Warsak Road, Peshawar|12500000|5|5|788
Peshawar|Warsak Road, Peshawar|7500000|4|4|675
Peshawar|Warsak Road, Peshawar|19500000|6|6|900
Peshawar|Warsak Road, Peshawar|35000000|6|6|2250
Peshawar|Ring Road, Peshawar|8500000|4|4|900
Peshawar|Dalazak Road, Peshawar|16000000|7|8|1125
Peshawar|Warsak Road, Peshawar|8000000|6|6|675
